name,country,city,address,phone,email,rating,review_count,maps_url,category,scraped_at,outreach_sent,digest_sent
J&H Handyman Services LLC,USA,Topeka,"7345 SW Urish Rd, Auburn, KS 66402 ",(785) 230-8555 ,,4.5,17,https://www.google.com/maps/place/J%26H+Handyman+Services+LLC/data=!4m7!3m6!1s0x87bee3800a90bf15:0x5dcf04002c62c83!8m2!3d38.9333586!4d-95.783092!16s%2Fg%2F11sw6m26dc!19sChIJFb-QCoDjvocRgyzGAkDw3AU?authuser=0&hl=en&rclk=1,handyman,2026-06-11T13:14:20.335617,,
M&R Remodeling and Repair Service,USA,Topeka,"603 NE Twiss Ave, Topeka, KS 66616 ",(785) 260-1324 ,,4.3,12,https://www.google.com/maps/place/M%26R+Remodeling+and+Repair+Service/data=!4m7!3m6!1s0x87bf693a80311fa5:0xce9a2db4b4365e86!8m2!3d39.0627053!4d-95.6471301!16s%2Fg%2F11h6lb9_m5!19sChIJpR8xgDppv4cRhl42tLQtms4?authuser=0&hl=en&rclk=1,handyman,2026-06-11T13:14:20.335619,,
The Fix It Solution LLC,USA,Topeka,"SW Mulvane St, Topeka, KS 66604 ",(785) 845-0867 ,,5.0,1,https://www.google.com/maps/place/The+Fix+It+Solution+LLC/data=!4m7!3m6!1s0x87bf030e9217400b:0x1aa82ac750e20bde!8m2!3d39.0350663!4d-95.6982829!16s%2Fg%2F11zbc15skl!19sChIJC0AXkg4Dv4cR3gviUMcqqBo?authuser=0&hl=en&rclk=1,handyman,2026-06-11T13:14:20.335620,,
Champion Tree Care,USA,Topeka,"316 NE Gordon ST, Topeka, KS 66606, Topeka, KS 66608 ",(785) 640-0610 ,,3.7,3,https://www.google.com/maps/place/Champion+Tree+Care/data=!4m7!3m6!1s0x87bf0516efbfe22d:0xe2f00d2158d35e32!8m2!3d39.0681736!4d-95.6620749!16s%2Fg%2F11wqn8n961!19sChIJLeK_7xYFv4cRMl7TWCEN8OI?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-11T13:27:12.687717,,
D & B Unlimited Carpet Clean,USA,Topeka,"4630 SE 28th St, Topeka, KS 66605 ",(785) 969-4635 ,,4.5,2,https://www.google.com/maps/place/D+%26+B+Unlimited+Carpet+Clean/data=!4m7!3m6!1s0x87bf1acdb574bf69:0x32f2d36248d3fe1b!8m2!3d39.0166962!4d-95.5907795!16s%2Fg%2F1tl7p72b!19sChIJab90tc0av4cRG_7TSGLT8jI?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-11T13:35:16.680462,,
Premier Windows & Glass,USA,Topeka,,(785) 220-3259 ,,5.0,53,https://www.google.com/maps/place/Premier+Windows+%26+Glass/data=!4m7!3m6!1s0x87bf0380bed994db:0x72f1bcaa1d020734!8m2!3d39.013958!4d-95.453099!16s%2Fg%2F11flt9rd7b!19sChIJ25TZvoADv4cRNAcCHaq88XI?authuser=0&hl=en&rclk=1,window cleaner,2026-06-11T13:44:12.818457,,
Austin Masonry Construction,USA,Macon,"811 Wimbish Rd, Macon, GA 31210 ",(478) 475-0456 ,,2.5,2,https://www.google.com/maps/place/Austin+Masonry+Construction/data=!4m7!3m6!1s0x88f3f8d2ba15eeaf:0xa9c02c0c0e72b7e1!8m2!3d32.8840846!4d-83.6779057!16s%2Fg%2F1hc33l4_g!19sChIJr-4VutL484gR4bdyDgwswKk?authuser=0&hl=en&rclk=1,bricklayer,2026-06-11T14:04:38.339230,,
Alderman Masonry,USA,Macon,"119 Sherwood Blvd, Byron, GA 31008 ",(478) 420-1104 ,,5.0,1,https://www.google.com/maps/place/Alderman+Masonry/data=!4m7!3m6!1s0x88f3e573275775f7:0xdb57bb92608f8db0!8m2!3d32.6611769!4d-83.7106482!16s%2Fg%2F11sv17gym2!19sChIJ93VXJ3Pl84gRsI2PYJK7V9s?authuser=0&hl=en&rclk=1,bricklayer,2026-06-11T14:04:38.339236,,
"Simko Tile & Bath, LLC",USA,Macon,"911 Matthews Dr, Macon, GA 31210 ",(912) 266-1433 ,,4.6,18,"https://www.google.com/maps/place/Simko+Tile+%26+Bath,+LLC/data=!4m7!3m6!1s0x88e52766d4f11c0b:0xa1ee4c6ae4de4482!8m2!3d32.8849244!4d-83.6888771!16s%2Fg%2F11f5v0y1ph!19sChIJCxzx1GYn5YgRgkTe5GpM7qE?authuser=0&hl=en&rclk=1",tiler,2026-06-11T14:09:22.825595,,
De Foor Drywall & Acoustical,USA,Macon,"2250 Barnes Rd, Macon, GA 31216 ",(478) 781-9760 ,,4.2,5,https://www.google.com/maps/place/De+Foor+Drywall+%26+Acoustical/data=!4m7!3m6!1s0x88f3fcb85a81210f:0x9b7f879e731a0b32!8m2!3d32.7515605!4d-83.6563222!16s%2Fg%2F1tfc7fy4!19sChIJDyGBWrj884gRMgsac56Hf5s?authuser=0&hl=en&rclk=1,plasterer,2026-06-11T14:16:45.111294,,
Southern Blades Landscape Services LLC,USA,Macon,"5910 Rhonda Dr, Macon, GA 31216 ",(478) 954-7989 ,,4.7,43,https://www.google.com/maps/place/Southern+Blades+Landscape+Services+LLC/data=!4m7!3m6!1s0x88f3e54497e2a001:0xf1de2a8e4f936a26!8m2!3d32.734976!4d-83.6698531!16s%2Fg%2F11g1knhx08!19sChIJAaDil0Tl84gRJmqTT44q3vE?authuser=0&hl=en&rclk=1,landscaper,2026-06-11T14:25:48.030475,,
Locksmith Associates,USA,Macon,"539 Arch St, Macon, GA 31201 ",(478) 743-0801 ,,4.3,30,https://www.google.com/maps/place/Locksmith+Associates/data=!4m7!3m6!1s0x88f3ff4ff7b124eb:0x2454f776fce1c7ca!8m2!3d32.8298191!4d-83.6333059!16s%2Fg%2F11f60zcjpj!19sChIJ6ySx90__84gRysfh_Hb3VCQ?authuser=0&hl=en&rclk=1,locksmith,2026-06-11T14:34:50.265486,,
Abc Lock & Key,USA,Macon,"1315 Lancelot Ln, Macon, GA 31220 ",,,5.0,3,https://www.google.com/maps/place/Abc+Lock+%26+Key/data=!4m7!3m6!1s0x88f3f76961415555:0x8ed4a3ae3f90377c!8m2!3d32.8608273!4d-83.7780627!16s%2Fg%2F11fll6wkcg!19sChIJVVVBYWn384gRfDeQP66j1I4?authuser=0&hl=en&rclk=1,locksmith,2026-06-11T14:34:50.265494,,
Marcin Handyman,Ireland,Limerick,,+353 85 730 9278 ,,3.4,5,https://www.google.com/maps/place/Marcin+Handyman/data=!4m7!3m6!1s0x485b5f9a20868de3:0xc062d94546ffddb2!8m2!3d53.3834!4d-8.2177501!16s%2Fg%2F11g_9n_zt!19sChIJ442GIJpfW0gRst3_RkXZYsA?authuser=0&hl=en&rclk=1,handyman,2026-06-15T11:47:31.158563,,
Emerald Solution,Ireland,Limerick,,+353 83 009 3558 ,,0.0,0,https://www.google.com/maps/place/Emerald+Solution/data=!4m7!3m6!1s0x2e5699228e5a7da1:0x1a286f13edfba974!8m2!3d52.8165891!4d-9.0388241!16s%2Fg%2F11ymmj54yg!19sChIJoX1ajiKZVi4RdKn77RNvKBo?authuser=0&hl=en&rclk=1,handyman,2026-06-15T11:47:31.158572,,
Crystal Clean Dry Cleaners and Laundrette,Ireland,Limerick,"2 Mulcair Rd, Raheen, Limerick, V94 APR4, Ireland ",+353 87 985 0989 ,,4.8,38,https://www.google.com/maps/place/Crystal+Clean+Dry+Cleaners+and+Laundrette/data=!4m7!3m6!1s0x485b5b6f2b76a509:0xa701e1acc9404a50!8m2!3d52.6312575!4d-8.6491896!16s%2Fg%2F11fxcf4pch!19sChIJCaV2K29bW0gRUEpAyazhAac?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-15T12:10:59.198999,,
Aquaman,Ireland,Limerick,,+353 89 600 6969 ,,5.0,12,https://www.google.com/maps/place/Aquaman/data=!4m7!3m6!1s0x485ca77c69595255:0xb71732096a6e73a1!8m2!3d52.7245009!4d-9.0388241!16s%2Fg%2F11fn1mlfxd!19sChIJVVJZaXynXEgRoXNuagkyF7c?authuser=0&hl=en&rclk=1,window cleaner,2026-06-15T12:19:31.471508,,
McNamara's Garden Centre,Ireland,Limerick,"Milltown, Co. Limerick, Ireland ",+353 61 330 565 ,,4.9,44,https://www.google.com/maps/place/McNamara%27s+Garden+Centre/data=!4m7!3m6!1s0x485b594ef0ffa509:0xdab898beb12f3f2!8m2!3d52.6438422!4d-8.5561655!16s%2Fg%2F11g6yprvbb!19sChIJCaX_8E5ZW0gR8vMS64uJqw0?authuser=0&hl=en&rclk=1,gardener,2026-06-15T12:28:26.896075,,
Declan Ryan Garden Services,Ireland,Limerick,,+353 86 154 4919 ,,5.0,1,https://www.google.com/maps/place/Declan+Ryan+Garden+Services/data=!4m7!3m6!1s0x485b5df64cbdc695:0x3f1f37974fdd0199!8m2!3d52.6853923!4d-8.6553727!16s%2Fg%2F11gr6rx5c9!19sChIJlca9TPZdW0gRmQHdT5c3Hz8?authuser=0&hl=en&rclk=1,gardener,2026-06-15T12:28:26.896082,,
Patrick’s Roofing Galway,Ireland,Galway,"MARANGONII HOUSE, Oldenway Business Park, Galway, H91 A7VK, Ireland ",+353 85 801 0310 ,,5.0,2,https://www.google.com/maps/place/Patrick%E2%80%99s+Roofing+Galway/data=!4m7!3m6!1s0x485b910537a0eb1b:0x7a087bf302f97160!8m2!3d53.2890634!4d-9.0057784!16s%2Fg%2F11ykn27rkh!19sChIJG-ugNwWRW0gRYHH5AvN7CHo?authuser=0&hl=en&rclk=1,roofer,2026-06-15T12:36:07.624889,,
Farrell Bricklaying,Ireland,Galway,"Cloonameragaun, Doon, Co. Galway, Ireland ",+353 87 193 2226 ,,5.0,1,https://www.google.com/maps/place/Farrell+Bricklaying/data=!4m7!3m6!1s0x485c6fc775cfb37d:0x94ff9f4e409bcfc7!8m2!3d53.3019389!4d-8.3184011!16s%2Fg%2F11p002l8vl!19sChIJfbPPdcdvXEgRx8-bQE6f_5Q?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T12:46:44.832895,,
L M Masonry Ltd,Ireland,Galway,,+353 85 268 4458 ,,0.0,0,https://www.google.com/maps/place/L+M+Masonry+Ltd/data=!4m7!3m6!1s0x2ebabc5af7863a97:0x5ba809a3c64a657a!8m2!3d53.2839115!4d-9.0487465!16s%2Fg%2F11rfqcv628!19sChIJlzqG91q8ui4RemVKxqMJqFs?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T12:46:44.832906,,
Bannon Stone Masonry,Ireland,Galway,"Maree Hill, Knockawuddy, Oranmore, Co. Galway, H91 H048, Ireland ",+353 85 740 9329 ,,0.0,0,https://www.google.com/maps/place/Bannon+Stone+Masonry/data=!4m7!3m6!1s0x485b9ba734e45197:0x2a415c67f1781c12!8m2!3d53.2274312!4d-8.9448826!16s%2Fg%2F11k448582n!19sChIJl1HkNKebW0gREhx48WdcQSo?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T12:46:44.832909,,
Philipe Tiling Contractor LTD,Ireland,Galway,"Liosban Industrial Estate, Galway, H91 D303, Ireland ",+353 91 770 875 ,,5.0,6,https://www.google.com/maps/place/Philipe+Tiling+Contractor+LTD/data=!4m7!3m6!1s0x485b9714e42989cf:0x191e5e60101810d!8m2!3d53.2863343!4d-9.0372452!16s%2Fg%2F11gn1vx4km!19sChIJz4kp5BSXW0gRDYEBAeblkQE?authuser=0&hl=en&rclk=1,tiler,2026-06-15T12:53:40.751078,,
PBT,Ireland,Galway,"Galway, H65 XD73, Ireland ",+353 85 5 258 0555 ,,5.0,4,https://www.google.com/maps/place/PBT/data=!4m7!3m6!1s0x485b890157a0bc87:0x4def8500fbb3bcb8!8m2!3d53.285412!4d-9.0341877!16s%2Fg%2F11fkcwztsj!19sChIJh7ygVwGJW0gRuLyz-wCF700?authuser=0&hl=en&rclk=1,tiler,2026-06-15T12:53:40.751084,,
Corbett Plastering,Ireland,Galway,"Letteragh, Rahoon, Galway, H91 K2YR, Ireland ",+353 87 134 3166 ,,5.0,8,https://www.google.com/maps/place/Corbett+Plastering/data=!4m7!3m6!1s0x485b97a0d9a4eb91:0xa0ce4c6c3424e98e!8m2!3d53.2820375!4d-9.087395!16s%2Fg%2F11xlrwfm2l!19sChIJkeuk2aCXW0gRjukkNGxMzqA?authuser=0&hl=en&rclk=1,plasterer,2026-06-15T13:01:35.663447,,
O'Connell Plastering & Construction Limited,Ireland,Galway,"Tuam Rd, Tuam, Co. Galway, Ireland ",+353 93 49114 ,,0.0,0,https://www.google.com/maps/place/O%27Connell+Plastering+%26+Construction+Limited/data=!4m7!3m6!1s0x485b914cdadff1db:0x94359d0f04921631!8m2!3d53.2953907!4d-9.0152335!16s%2Fg%2F1q62d1ydf!19sChIJ2_Hf2kyRW0gRMRaSBA-dNZQ?authuser=0&hl=en&rclk=1,plasterer,2026-06-15T13:01:35.663453,,
Green grass maintenance landscaping and powerwashing,Ireland,Galway,,+353 85 271 0595 ,,5.0,10,https://www.google.com/maps/place/Green+grass+maintenance+landscaping+and+powerwashing/data=!4m7!3m6!1s0xa2a8e3c76e2c4627:0xf43a4dabb71ac6fe!8m2!3d53.3435325!4d-9.1407837!16s%2Fg%2F11t9ttg12f!19sChIJJ0YsbsfjqKIR_sYat6tNOvQ?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T13:09:32.287660,,
Kiltartan Dylo Ltd - Dyno Locks & Alarms,Ireland,Galway,,+353 1800 719 303 ,,0.0,0,https://www.google.com/maps/place/Kiltartan+Dylo+Ltd+-+Dyno+Locks+%26+Alarms/data=!4m7!3m6!1s0x485b913f8b0ca3f9:0x2942a0d2433ad71f!8m2!3d53.1367153!4d-9.1407837!16s%2Fg%2F1tg9s2ql!19sChIJ-aMMiz-RW0gRH9c6Q9KgQik?authuser=0&hl=en&rclk=1,locksmith,2026-06-15T13:19:16.005984,,
Higher Gear Driving School,Ireland,Galway,"Ronan Park, Renmore Ave, Renmore Rd, Galway, Ireland ",+353 85 141 1726 ,,4.9,36,https://www.google.com/maps/place/Higher+Gear+Driving+School/data=!4m7!3m6!1s0x485b976b86291049:0x1e250ee64c62c9b6!8m2!3d53.276064!4d-9.018226!16s%2Fg%2F11tbx3sj9d!19sChIJSRAphmuXW0gRtsliTOYOJR4?authuser=0&hl=en&rclk=1,driving instructor,2026-06-15T13:34:57.145111,,
"Ashwood Galway ,stump grinding and tree surgeons",Ireland,Galway,,+353 85 116 8232 ,,5.0,23,"https://www.google.com/maps/place/Ashwood+Galway+,stump+grinding+and+tree+surgeons/data=!4m7!3m6!1s0x8ef74f8c60d76479:0xd35ac274c1c849da!8m2!3d53.3411161!4d-9.0963416!16s%2Fg%2F11kb9jz0p5!19sChIJeWTXYIxP944R2knIwXTCWtM?authuser=0&hl=en&rclk=1",tree surgeon,2026-06-15T13:46:04.830536,,
Brehony Tree Surgery,Ireland,Galway,,+353 85 158 7061 ,,5.0,26,https://www.google.com/maps/place/Brehony+Tree+Surgery/data=!4m7!3m6!1s0x4808121a4120dbb:0x2d85313299df6e68!8m2!3d53.1367153!4d-9.1407837!16s%2Fg%2F11rpzj0ssf!19sChIJuw0SpCGBgAQRaG7fmTIxhS0?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-15T13:46:04.830544,,
First Class Tree Surgeon,Ireland,Galway,"Liosban Industrial Estate, Galway, H91 FT89, Ireland ",+353 85 724 5099 ,,0.0,0,https://www.google.com/maps/place/First+Class+Tree+Surgeon/data=!4m7!3m6!1s0x485b97b465fae0c3:0x6d0ada79a5774b11!8m2!3d53.2857277!4d-9.0373645!16s%2Fg%2F11vzdw0rb7!19sChIJw-D6ZbSXW0gREUt3pXnaCm0?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-15T13:46:04.830547,,
Galway Tree Care,Ireland,Galway,"Cappagh Rd, Barna, Co. Galway, Ireland ",+353 87 757 9524 ,,1.0,1,https://www.google.com/maps/place/Galway+Tree+Care/data=!4m7!3m6!1s0x485bbd89289e52d3:0xee6f69a2ef2105e0!8m2!3d53.27095!4d-9.13251!16s%2Fg%2F11bbrj6xj6!19sChIJ01KeKIm9W0gR4AUh76Jpb-4?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-15T13:46:04.830551,,
Galway Jetwashing & Tree care,Ireland,Galway,"Eyre Square, Galway, Ireland ",+353 85 287 8768 ,,2.5,2,https://www.google.com/maps/place/Galway+Jetwashing+%26+Tree+care/data=!4m7!3m6!1s0x485b914a4f7e6629:0x9784665bf3857d4f!8m2!3d53.2752537!4d-9.0498031!16s%2Fg%2F11h_1kvrpt!19sChIJKWZ-T0qRW0gRT32F81tmhJc?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-15T13:46:04.830554,,
Eandc cleaning,Ireland,Galway,"1 Eyre Square, Galway, H91 ED70, Ireland ",+353 85 213 3106 ,,5.0,80,https://www.google.com/maps/place/Eandc+cleaning/data=!4m7!3m6!1s0x485b97c53a8dc59b:0xfcd9d35119430154!8m2!3d53.2750646!4d-9.0489747!16s%2Fg%2F11sg_cwph0!19sChIJm8WNOsWXW0gRVAFDGVHT2fw?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-15T13:53:30.260033,,
Galway home cleaners-power Washing-gutter Cleaning-window Cleaning-upholstery Cleaning-carpet Cleaners,Ireland,Galway,,+353 85 287 7757 ,,5.0,10,https://www.google.com/maps/place/Galway+home+cleaners-power+Washing-gutter+Cleaning-window+Cleaning-upholstery+Cleaning-carpet+Cleaners/data=!4m7!3m6!1s0xc1cdad8256c279b:0xe44408cfb29d1ab!8m2!3d53.3435325!4d-9.1407837!16s%2Fg%2F11smmn4n4k!19sChIJmydsJdjaHAwRq9Ep-4xARA4?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-15T13:53:30.260040,,
Daras Window Cleaning,Ireland,Galway,,+353 87 927 9250 ,,4.9,112,https://www.google.com/maps/place/Daras+Window+Cleaning/data=!4m7!3m6!1s0x807af038a7a6719:0xba7cc27db1393bf2!8m2!3d53.2831289!4d-9.049045!16s%2Fg%2F11ss3f1491!19sChIJGWd6igOvBwgR8js5sX3CfLo?authuser=0&hl=en&rclk=1,window cleaner,2026-06-15T14:03:57.430784,,
Jordans gardening power washing & grass cutting services,Ireland,Galway,"10 Árd Álainn, Ballybane, Galway, H91 EP9W, Ireland ",+353 85 142 8914 ,,5.0,7,https://www.google.com/maps/place/Jordans+gardening+power+washing+%26+grass+cutting+services/data=!4m7!3m6!1s0xd53bd42d05e53e9:0x42730940e7a9e4f3!8m2!3d53.2838899!4d-8.9991443!16s%2Fg%2F11zflllf45!19sChIJ6VNe0EK9Uw0R8-Sp50AJc0I?authuser=0&hl=en&rclk=1,gardener,2026-06-15T14:11:53.370821,,
O'Connor Roofing,Ireland,Waterford,"11 Killure Grove, Kilcohan, Waterford, X91 P4F8, Ireland ",+353 85 771 9342 ,,4.7,3,https://www.google.com/maps/place/O%27Connor+Roofing/data=!4m7!3m6!1s0x4842c6a96dc21873:0x7199035c1a0b6bac!8m2!3d52.2394261!4d-7.1075677!16s%2Fg%2F11h9zw7gzv!19sChIJcxjCbanGQkgRrGsLGlwDmXE?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331933,,
Waterford Roofing,Ireland,Waterford,"59 Maple Cl, Carriganard, Waterford, X91 KVR0, Ireland ",+353 85 768 3844 ,,5.0,2,https://www.google.com/maps/place/Waterford+Roofing/data=!4m7!3m6!1s0x4842c54a13e692b1:0x27148bedcdf706b0!8m2!3d52.2334592!4d-7.139186!16s%2Fg%2F11hmkftytv!19sChIJsZLmE0rFQkgRsAb3ze2LFCc?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331941,,
Fiberglass Roofing Waterford,Ireland,Waterford,"28-22 R861, Trinity Without, Waterford, Ireland ",,,5.0,1,https://www.google.com/maps/place/Fiberglass+Roofing+Waterford/data=!4m7!3m6!1s0x4842c523b15f81eb:0xc57a7ec3c8bc62eb!8m2!3d52.2603381!4d-7.1178395!16s%2Fg%2F11g2y0gk4t!19sChIJ64FfsSPFQkgR62K8yMN-esU?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331944,,
Topline Roofing & Building Contractors,Ireland,Waterford,"Unit 20, Tramore Road Business Park, Unit 21 Tramore Rd, Priorsknock, Waterford, Ireland ",+353 87 456 6917 ,,5.0,1,https://www.google.com/maps/place/Topline+Roofing+%26+Building+Contractors/data=!4m7!3m6!1s0x4842c41e65f7b78b:0x7cab49fb22d70ae4!8m2!3d52.2491751!4d-7.1169323!16s%2Fg%2F11f_c05l8h!19sChIJi7f3ZR7EQkgR5ArXIvtJq3w?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331948,,
Discount roofing,Ireland,Waterford,"St Johns Park, Grange Lower, Waterford, Ireland ",+353 51 348 433 ,,5.0,2,https://www.google.com/maps/place/Discount+roofing/data=!4m7!3m6!1s0x4842c7b177122f75:0xd14a84beb9fde758!8m2!3d52.2422374!4d-7.1051834!16s%2Fg%2F11g_ypbpn0!19sChIJdS8Sd7HHQkgRWOf9ub6EStE?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331951,,
C&F Developments,Ireland,Waterford,"1st floor, 29 Patrick St, Waterford, X91 AK54, Ireland ",+353 51 324 510 ,,3.8,4,https://www.google.com/maps/place/C%26F+Developments/data=!4m7!3m6!1s0x4842c42147f419ef:0x608fb4af616ba674!8m2!3d52.2599988!4d-7.1139548!16s%2Fg%2F11hzvbsx2_!19sChIJ7xn0RyHEQkgRdKZrYa-0j2A?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331953,,
Bricklayer & Concrete print.,Ireland,Waterford,"24 Chapelgate, Narrabaun South, Kilmacow, Co. Kilkenny, X91 Y6C9, Ireland ",+353 86 852 7081 ,,5.0,1,https://www.google.com/maps/place/Bricklayer+%26+Concrete+print./data=!4m7!3m6!1s0x4842c7acaaee69a5:0xcb3910b046a524ab!8m2!3d52.314375!4d-7.1819113!16s%2Fg%2F11fz9jgrc2!19sChIJpWnuqqzHQkgRqySlRrAQOcs?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T14:31:04.207785,,
PAT LAWLOR AND SON tiling contractors,Ireland,Waterford,"31 Belmont Heights, Belmount, Waterford, Co. Kilkenny, X91 Y9H2, Ireland ",+353 87 396 6044 ,,3.8,12,https://www.google.com/maps/place/PAT+LAWLOR+AND+SON+tiling+contractors/data=!4m7!3m6!1s0x4842c68bf601a679:0x51424113597df7dd!8m2!3d52.2707522!4d-7.0979606!16s%2Fg%2F11g6nbsnz1!19sChIJeaYB9ovGQkgR3fd9WRNBQlE?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T14:31:04.207795,,
Mitkov Masonry,Ireland,Waterford,,+353 83 869 4586 ,,0.0,0,https://www.google.com/maps/place/Mitkov+Masonry/data=!4m7!3m6!1s0x4842c72f859bb993:0x46ea3d031b738ffb!8m2!3d53.3834!4d-8.2177501!16s%2Fg%2F11j8pw2472!19sChIJk7mbhS_HQkgR-49zGwM96kY?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T14:31:04.207798,,
Tiler waterford,Ireland,Waterford,"Ballytruckle, Waterford, Ireland ",+353 89 240 9863 ,,0.0,0,https://www.google.com/maps/place/Tiler+waterford/data=!4m7!3m6!1s0x4842c527548e4425:0x82d621670d790993!8m2!3d52.246768!4d-7.1186509!16s%2Fg%2F11g3xhx91j!19sChIJJUSOVCfFQkgRkwl5DWch1oI?authuser=0&hl=en&rclk=1,tiler,2026-06-15T14:41:08.408325,,
Jeff Sheehan Tiling & Bathroom Renovations,Ireland,Waterford,,+353 87 640 5765 ,,4.2,5,https://www.google.com/maps/place/Jeff+Sheehan+Tiling+%26+Bathroom+Renovations/data=!4m7!3m6!1s0x4842c70496fa43ef:0x44666204c604a7c7!8m2!3d52.247505!4d-7.11303!16s%2Fg%2F11k6y_3kzj!19sChIJ70P6lgTHQkgRx6cExgRiZkQ?authuser=0&hl=en&rclk=1,tiler,2026-06-15T14:41:08.408333,,
Trevor O Brien plastering and roof repairs,Ireland,Waterford,,+353 83 020 6900 ,,5.0,20,https://www.google.com/maps/place/Trevor+O+Brien+plastering+and+roof+repairs/data=!4m7!3m6!1s0x4842c58b2d2aecf3:0x9f15d284db15798b!8m2!3d52.2136986!4d-7.5642192!16s%2Fg%2F11qsr4kyj_!19sChIJ8-wqLYvFQkgRi3kV24TSFZ8?authuser=0&hl=en&rclk=1,plasterer,2026-06-15T14:51:12.478103,,
Green Landscapes,Ireland,Waterford,"Waterford, Ireland ",,,5.0,1,https://www.google.com/maps/place/Green+Landscapes/data=!4m7!3m6!1s0x4842c7c7133c5b13:0x40e371a586c77896!8m2!3d52.2545546!4d-7.1099292!16s%2Fg%2F11l1c9z5zg!19sChIJE1s8E8fHQkgRlnjHhqVx40A?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T15:02:14.718932,,
GML landscaping and paving,Ireland,Waterford,"23 Ardleigh, Old Tramore Road, Kilcohan, Waterford, X91 HWK0, Ireland ",+353 87 630 2634 ,,5.0,2,https://www.google.com/maps/place/GML+landscaping+and+paving/data=!4m7!3m6!1s0x4842c7917e7d071f:0xb2f901347bd8bb18!8m2!3d52.2365731!4d-7.1105164!16s%2Fg%2F11qql1j5xt!19sChIJHwd9fpHHQkgRGLvYezQB-bI?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T15:02:14.718942,,
Viking Landscapes and Paving,Ireland,Waterford,,+353 85 112 2463 ,,5.0,1,https://www.google.com/maps/place/Viking+Landscapes+and+Paving/data=!4m7!3m6!1s0x4842c78c02f8d5db:0x9f1815b2cd40b231!8m2!3d52.1558688!4d-7.5563444!16s%2Fg%2F11knbb_yd4!19sChIJ29X4AozHQkgRMbJAzbIVGJ8?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T15:02:14.718946,,
Michael Cummins Landscaping,Ireland,Waterford,"Ballinabola, Halfway House, Co. Waterford, Ireland ",+353 87 967 6051 ,,5.0,3,https://www.google.com/maps/place/Michael+Cummins+Landscaping/data=!4m7!3m6!1s0x4842c0cb71c31ecb:0x9dc62ee8d735b02f!8m2!3d52.23449!4d-7.03006!16s%2Fg%2F1td6rmzx!19sChIJyx7DccvAQkgRL7A11-guxp0?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T15:02:14.718949,,
The Lock Shop Waterford,Ireland,Waterford,"Blackfriars, Waterford, Ireland ",+353 51 877 064 ,,4.5,35,https://www.google.com/maps/place/The+Lock+Shop+Waterford/data=!4m7!3m6!1s0x4842c69c7226834f:0xecb782c31a57e9c5!8m2!3d52.2608982!4d-7.1114663!16s%2Fg%2F11bbrn84fk!19sChIJT4MmcpzGQkgRxelXGsOCt-w?authuser=0&hl=en&rclk=1,locksmith,2026-06-15T15:07:34.657365,,
"AK Plumbing, Heating & Property Maintenance",Ireland,Waterford,,+353 86 345 4907 ,,4.7,19,"https://www.google.com/maps/place/AK+Plumbing,+Heating+%26+Property+Maintenance/data=!4m7!3m6!1s0x4842c4131dd89aa5:0x3f5d9830ef0de126!8m2!3d52.415998!4d-7.1517412!16s%2Fg%2F11dxqgn03b!19sChIJpZrYHRPEQkgRJuEN7zCYXT8?authuser=0&hl=en&rclk=1",handyman,2026-06-15T15:18:27.521226,,
Matthew Handyman,Ireland,Waterford,,+353 87 176 7505 ,,5.0,1,https://www.google.com/maps/place/Matthew+Handyman/data=!4m7!3m6!1s0x45c012147e6c753:0xcc8d421be1e25da9!8m2!3d52.5379709!4d-6.80881!16s%2Fg%2F11w_h542jh!19sChIJU8fmRyEBXAQRqV3i4RtCjcw?authuser=0&hl=en&rclk=1,handyman,2026-06-15T15:18:27.521232,,
